asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,max_up_pct_24,max_down_pct_24,close_change_pct_24,range_pct_24,max_up_pct_48,max_down_pct_48,close_change_pct_48,range_pct_48,max_up_pct_168,max_down_pct_168,close_change_pct_168,range_pct_168,max_up_pct_336,max_down_pct_336,close_change_pct_336,range_pct_336,t_hit_up_0p5,t_hit_down_0p5,mdd_before_hit_up_0p5,t_hit_up_1,t_hit_down_1,mdd_before_hit_up_1,t_hit_up_2,t_hit_down_2,mdd_before_hit_up_2,t_hit_up_3,t_hit_down_3,mdd_before_hit_up_3,t_hit_up_5,t_hit_down_5,mdd_before_hit_up_5
ETH-USDT,2026-01-28T19:39:04+00:00,2026-01-28T21:39:04+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T19-39-04Z.json,1769626800,3007.81,1.011,-8.4111,-8.1229,9.4221,1.011,-12.3482,-9.0245,13.3592,1.011,-30.9551,-27.9157,31.9661,1.011,-41.9485,-35.0674,42.9595,1,6,0.0,1,7,0.0,,9,,,19,,,20,
ETH-USDT,2026-01-28T20:47:03+00:00,2026-01-28T22:47:03+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T20-47-03Z.json,1769630400,3013.04,0.4773,-8.5701,-7.137,9.0473,0.4773,-12.5003,-10.8834,12.9776,0.4773,-31.0749,-27.8622,31.5522,0.4773,-42.0492,-35.1346,42.5265,,1,,,6,,,7,,,18,,,19,
ETH-USDT,2026-01-28T21:40:57+00:00,2026-01-28T23:40:57+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T21-40-57Z.json,1769634000,3018.95,0.2806,-8.7491,-6.6338,9.0296,0.2806,-12.6716,-10.9147,12.9522,0.2806,-31.2099,-29.7918,31.4904,0.2806,-42.1627,-34.5812,42.4432,,3,,,4,,,5,,,14,,,18,
ETH-USDT,2026-01-28T22:42:08+00:00,2026-01-29T00:42:08+02:00,2026-01-29,data/history/2026-01-29/2026-01-28T22-42-08Z.json,1769637600,3013.41,0.3182,-8.5813,-6.5627,8.8996,0.3182,-12.5111,-10.2535,12.8293,0.3182,-31.0834,-29.0349,31.4016,0.3182,-42.0563,-34.9893,42.3746,,2,,,4,,,5,,,16,,,17,
ETH-USDT,2026-01-28T23:36:52+00:00,2026-01-29T01:36:52+02:00,2026-01-29,data/history/2026-01-29/2026-01-28T23-36-52Z.json,1769641200,3010.45,0.1023,-8.4914,-6.1097,8.5937,0.1023,-12.4251,-10.3765,12.5274,0.1023,-31.0156,-28.3293,31.1179,0.1023,-41.9994,-35.4628,42.1017,,2,,,3,,,4,,,15,,,16,
ETH-USDT,2026-01-29T02:48:12+00:00,2026-01-29T04:48:12+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T02-48-12Z.json,1769652000,2956.16,0.5598,-9.1937,-7.5324,9.7535,0.5598,-10.8167,-8.483,11.3766,0.5598,-29.7487,-27.6413,30.3086,0.5598,-40.9342,-33.7505,41.494,1,2,-0.2791,,9,,,12,,,13,,,13,
ETH-USDT,2026-01-29T04:46:50+00:00,2026-01-29T06:46:50+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T04-46-50Z.json,1769659200,2954.54,0.5338,-9.1439,-6.6359,9.6776,0.5338,-10.7678,-8.6264,11.3016,0.5338,-29.7102,-28.9839,30.244,0.5338,-40.9018,-33.4651,41.4356,4,7,-0.373,,7,,,10,,,11,,,11,
ETH-USDT,2026-01-29T05:56:18+00:00,2026-01-29T07:56:18+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T05-56-18Z.json,1769662800,2950.16,0.683,-9.009,-6.7179,9.692,0.683,-10.6354,-8.5239,11.3184,0.683,-29.6059,-28.7686,30.2889,0.683,-40.8141,-33.4399,41.4971,3,6,-0.2251,,9,,,10,,,10,,,10,
ETH-USDT,2026-01-29T07:03:25+00:00,2026-01-29T09:03:25+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T07-03-25Z.json,1769670000,2958.82,0.3883,-9.2753,-8.0265,9.6636,0.3883,-10.8969,-9.5339,11.2852,0.3883,-29.8119,-29.0379,30.2002,0.3883,-40.9873,-33.5056,41.3756,,1,,,4,,,7,,,8,,,8,
ETH-USDT,2026-01-29T07:51:02+00:00,2026-01-29T09:51:02+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T07-51-02Z.json,1769670000,2962.65,0.2586,-9.3926,-8.1454,9.6512,0.2586,-11.0121,-9.6508,11.2707,0.2586,-29.9026,-29.1297,30.1612,0.2586,-41.0636,-33.5915,41.3221,,1,,,4,,,7,,,8,,,8,
ETH-USDT,2026-01-29T08:56:26+00:00,2026-01-29T10:56:26+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T08-56-26Z.json,1769673600,2951.78,0.1389,-9.0589,-7.2644,9.1978,0.1389,-11.5906,-10.825,11.7295,0.1389,-29.6445,-28.3222,29.7834,0.1389,-40.8465,-33.4188,40.9854,,3,,,6,,,7,,,7,,,7,
ETH-USDT,2026-01-29T09:56:52+00:00,2026-01-29T11:56:52+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T09-56-52Z.json,1769677200,2945.17,0.1331,-8.8548,-7.7938,8.9879,0.1331,-11.3922,-10.0262,11.5253,0.1331,-29.4866,-27.5587,29.6197,0.1331,-40.7138,-33.3278,40.8469,,2,,,5,,,6,,,6,,,6,
ETH-USDT,2026-01-29T10:53:58+00:00,2026-01-29T12:53:58+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T10-53-58Z.json,1769680800,2945.69,-0.0078,-8.8709,-7.1481,8.8631,-0.0078,-11.4079,-9.9848,11.4,-0.0078,-29.499,-28.964,29.4912,-0.0078,-40.7242,-32.5089,40.7164,,1,,,4,,,5,,,5,,,5,
ETH-USDT,2026-01-29T11:42:43+00:00,2026-01-29T13:42:43+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T11-42-43Z.json,1769684400,2930.19,0.3157,-8.3889,-6.5788,8.7046,0.3157,-10.9392,-9.5984,11.2549,0.3157,-29.6182,-29.0094,29.9339,0.3157,-40.4107,-31.9891,40.7264,,3,,,3,,,4,,,4,,,7,
ETH-USDT,2026-01-29T13:20:46+00:00,2026-01-29T15:20:46+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T13-20-46Z.json,1769691600,2934.46,0.0917,-8.5222,-6.7437,8.6139,0.0917,-11.0688,-10.1893,11.1605,0.0917,-30.379,-29.8477,30.4707,0.0917,-40.4974,-32.2622,40.5891,,1,,,1,,,2,,,2,,,5,
ETH-USDT,2026-01-29T14:54:06+00:00,2026-01-29T16:54:06+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T14-54-06Z.json,1769695200,2893.24,-0.5464,-7.2189,-4.9159,6.6725,-0.5464,-13.2713,-12.6329,12.7248,-0.5464,-29.3871,-29.2485,28.8407,-0.5464,-39.6497,-31.6248,39.1032,,1,,,1,,,1,,,1,,,11,
ETH-USDT,2026-01-29T15:50:22+00:00,2026-01-29T17:50:22+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T15-50-22Z.json,1769698800,2804.79,1.9691,-4.293,-2.5385,6.2621,1.9691,-10.5363,-9.288,12.5054,1.9691,-31.2815,-29.6286,33.2506,1.9691,-37.7465,-29.4849,39.7156,1,3,-0.1027,2,3,-0.1027,,10,,,10,,,27,
ETH-USDT,2026-01-29T16:56:27+00:00,2026-01-29T18:56:27+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T16-56-27Z.json,1769702400,2824.64,1.2525,-4.9656,-3.4054,6.2181,1.2525,-11.3296,-10.6091,12.5821,1.2525,-31.7644,-29.2398,33.017,1.2525,-38.184,-31.0429,39.4365,1,2,-0.0177,1,2,-0.0177,,2,,,9,,,26,
ETH-USDT,2026-01-29T17:51:21+00:00,2026-01-29T19:51:21+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T17-51-21Z.json,1769706000,2830.28,0.1509,-5.155,-3.8074,5.3058,0.1509,-16.6093,-15.1162,16.7602,0.1509,-31.9004,-29.8712,32.0512,0.1509,-38.3072,-32.5159,38.458,,1,,,1,,,1,,,8,,,8,
ETH-USDT,2026-01-29T19:01:57+00:00,2026-01-29T21:01:57+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T19-01-57Z.json,1769713200,2763.49,2.3648,-4.5989,-0.9814,6.9637,2.3648,-18.8931,-12.6905,21.2579,2.3648,-30.2545,-29.7609,32.6193,2.3648,-36.8161,-30.5317,39.1809,1,6,0.0,1,6,0.0,2,6,0.0,,23,,,37,
ETH-USDT,2026-01-29T19:38:48+00:00,2026-01-29T21:38:48+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T19-38-48Z.json,1769713200,2800.67,1.0058,-5.8654,-2.2959,6.8712,1.0058,-19.9699,-13.8495,20.9757,1.0058,-31.1804,-30.6934,32.1862,1.0058,-37.6549,-31.4539,38.6607,2,6,-0.4181,5,6,-0.4181,,6,,,6,,,23,
ETH-USDT,2026-01-29T20:45:41+00:00,2026-01-29T22:45:41+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T20-45-41Z.json,1769716800,2798.0,1.1022,-5.7756,-4.0343,6.8778,1.1022,-19.8935,-15.5429,20.9957,1.1022,-34.1455,-33.8313,35.2477,1.1022,-37.5954,-31.5586,38.6976,1,5,0.0,3,5,0.0,,5,,,5,,,22,
ETH-USDT,2026-01-29T21:38:51+00:00,2026-01-29T23:38:51+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T21-38-51Z.json,1769720400,2818.68,0.3605,-6.4669,-4.5851,6.8273,0.3605,-20.4812,-14.6824,20.8417,0.3605,-34.6286,-33.8293,34.9891,0.3605,-38.0533,-31.729,38.4137,,3,,,4,,,4,,,4,,,21,
ETH-USDT,2026-01-29T22:43:31+00:00,2026-01-30T00:43:31+02:00,2026-01-30,data/history/2026-01-30/2026-01-29T22-43-31Z.json,1769724000,2815.65,0.4685,-6.3662,-3.9501,6.8347,0.4685,-20.3956,-14.2319,20.8641,0.4685,-35.4625,-33.2822,35.931,0.4685,-37.9866,-31.0585,38.4551,,3,,,3,,,3,,,3,,,20,
ETH-USDT,2026-01-29T23:37:56+00:00,2026-01-30T01:37:56+02:00,2026-01-30,data/history/2026-01-30/2026-01-29T23-37-56Z.json,1769727600,2826.52,0.0821,-6.7263,-4.5445,6.8084,0.0821,-20.7018,-13.2484,20.7839,0.0821,-35.7107,-34.1466,35.7928,0.0821,-38.2251,-31.1181,38.3072,,1,,,2,,,2,,,2,,,2,
ETH-USDT,2026-01-30T02:49:11+00:00,2026-01-30T04:49:11+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T02-49-11Z.json,1769738400,2733.49,1.5274,-3.5519,-1.028,5.0792,1.5274,-18.003,-10.2729,19.5303,1.5274,-36.1227,-30.0071,37.65,1.5274,-36.1227,-28.7146,37.65,1,4,0.0,2,4,0.0,,16,,,16,,,36,
ETH-USDT,2026-01-30T04:49:19+00:00,2026-01-30T06:49:19+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T04-49-19Z.json,1769745600,2758.48,0.2926,-4.4256,-2.132,4.7182,0.2926,-18.7458,-11.2489,19.0384,0.2926,-36.7014,-30.8565,36.9939,0.2926,-36.7014,-29.505,36.9939,,2,,,2,,,2,,,14,,,28,
ETH-USDT,2026-01-30T05:58:32+00:00,2026-01-30T07:58:32+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T05-58-32Z.json,1769749200,2751.97,0.5298,-4.1995,-1.9361,4.7293,0.5298,-18.5536,-11.1836,19.0834,0.5298,-36.5516,-28.8292,37.0814,0.5298,-36.5516,-29.4444,37.0814,7,1,-2.0047,,1,,,1,,,13,,,27,
ETH-USDT,2026-01-30T07:04:34+00:00,2026-01-30T09:04:34+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T07-04-34Z.json,1769756400,2721.33,1.6617,-3.1209,-1.6389,4.7826,1.6617,-17.6366,-11.1883,19.2983,1.6617,-35.8373,-30.5792,37.4989,1.6617,-35.8373,-28.4541,37.4989,1,8,0.0,5,8,-0.402,,11,,,11,,,31,
ETH-USDT,2026-01-30T07:51:33+00:00,2026-01-30T09:51:33+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T07-51-33Z.json,1769756400,2741.85,0.9009,-3.8459,-2.375,4.7468,0.9009,-18.253,-11.8529,19.1539,0.9009,-36.3174,-31.0987,37.2183,0.9009,-36.3174,-28.9896,37.2183,5,1,-1.1474,,2,,,11,,,11,,,31,
ETH-USDT,2026-01-30T08:55:00+00:00,2026-01-30T10:55:00+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T08-55-00Z.json,1769760000,2737.35,1.0667,-4.6651,-3.8395,5.7318,1.0667,-18.1186,-11.4662,19.1853,1.0667,-36.2128,-31.5115,37.2795,1.0667,-36.2128,-28.4933,37.2795,4,1,-0.9849,4,7,-0.9849,,10,,,10,,,30,
ETH-USDT,2026-01-30T09:52:48+00:00,2026-01-30T11:52:48+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T09-52-48Z.json,1769763600,2715.63,1.8751,-3.9026,-2.4212,5.7777,1.8751,-17.4637,-10.7091,19.3388,1.8751,-35.7026,-29.3273,37.5777,1.8751,-35.7026,-27.7508,37.5777,1,6,-0.1484,3,9,-0.1484,,9,,,23,,,29,
ETH-USDT,2026-01-30T10:51:15+00:00,2026-01-30T12:51:15+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T10-51-15Z.json,1769767200,2735.13,1.1488,-4.5877,-3.0551,5.7365,1.1488,-18.0522,-12.4656,19.2009,1.1488,-36.161,-29.5032,37.3097,1.1488,-36.161,-28.3321,37.3097,2,5,-0.0289,2,5,-0.0289,,8,,,8,,,28,
ETH-USDT,2026-01-30T11:38:23+00:00,2026-01-30T13:38:23+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T11-38-23Z.json,1769770800,2737.42,1.0641,-4.6675,-3.2322,5.7317,1.0641,-18.1207,-12.7021,19.1849,1.0641,-36.2144,-29.7642,37.2785,1.0641,-36.2144,-28.4593,37.2785,1,4,0.0,1,4,0.0,,7,,,7,,,27,
ETH-USDT,2026-01-30T13:18:34+00:00,2026-01-30T15:18:34+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T13-18-34Z.json,1769778000,2736.57,1.0422,-4.6379,-3.6948,5.6801,1.0422,-18.0953,-12.0304,19.1375,1.0422,-36.1946,-28.6574,37.2368,1.0422,-36.1946,-28.1564,37.2368,1,2,-0.4389,1,2,-0.4389,,5,,,5,,,25,
ETH-USDT,2026-01-30T14:50:46+00:00,2026-01-30T16:50:46+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T14-50-46Z.json,1769781600,2751.01,0.3715,-8.7873,-8.1159,9.1588,0.3715,-18.5252,-15.1999,18.8967,0.3715,-36.5295,-27.897,36.901,0.3715,-36.5295,-27.6851,36.901,,1,,,1,,,1,,,4,,,18,
ETH-USDT,2026-01-30T15:48:55+00:00,2026-01-30T17:48:55+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T15-48-55Z.json,1769785200,2733.59,1.0111,-8.2061,-6.9253,9.2172,1.0111,-18.006,-16.3126,19.0171,1.0111,-36.125,-27.69,37.1361,1.0111,-36.125,-25.6158,37.1361,3,1,-3.5554,4,1,-3.5554,,3,,,3,,,23,
ETH-USDT,2026-01-30T16:56:14+00:00,2026-01-30T18:56:14+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T16-56-14Z.json,1769788800,2728.45,1.2014,-8.2036,-7.4577,9.405,1.2014,-17.8515,-15.4546,19.0529,1.2014,-36.0047,-25.3734,37.2061,1.2014,-36.0047,-24.4494,37.2061,2,1,-3.3737,3,2,-3.3737,,2,,,2,,,22,
ETH-USDT,2026-01-30T17:48:36+00:00,2026-01-30T19:48:36+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T17-48-36Z.json,1769792400,2722.52,1.4218,-13.3086,-11.7564,14.7305,1.4218,-17.6726,-15.4445,19.0944,1.4218,-35.8653,-25.3034,37.2871,1.4218,-35.8653,-24.3756,37.2871,1,1,-3.1632,1,1,-3.1632,,1,,,1,,,21,
ETH-USDT,2026-01-30T18:59:50+00:00,2026-01-30T20:59:50+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T18-59-50Z.json,1769796000,2742.03,0.7002,-18.2584,-13.7606,18.9586,0.7002,-18.2584,-14.68,18.9586,0.7002,-36.3216,-25.4209,37.0218,0.7002,-36.3216,-24.9695,37.0218,1,2,-0.2243,,2,,,2,,,14,,,20,
ETH-USDT,2026-01-30T19:42:18+00:00,2026-01-30T21:42:18+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T19-42-18Z.json,1769799600,2736.37,0.2368,-18.0893,-11.8252,18.3261,0.2368,-18.0893,-14.2386,18.3261,0.2368,-36.1899,-25.1406,36.4267,0.2368,-36.1899,-24.8972,36.4267,,1,,,1,,,1,,,13,,,19,
ETH-USDT,2026-01-30T20:44:45+00:00,2026-01-30T22:44:45+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T20-44-45Z.json,1769803200,2685.12,1.2148,-16.5259,-11.9924,17.7407,1.2148,-16.5259,-13.0545,17.7407,1.2148,-34.972,-23.0928,36.1868,1.2148,-34.972,-23.812,36.1868,1,12,-0.2812,1,12,-0.2812,,12,,,18,,,18,
ETH-USDT,2026-01-30T21:38:04+00:00,2026-01-30T23:38:04+02:00,2026-01-30,data/history/2026-01-30/2026-01-30T21-38-04Z.json,1769806800,2689.44,0.9344,-16.66,-10.5825,17.5944,0.9344,-16.66,-14.0858,17.5944,0.9344,-35.0764,-23.6637,36.0108,0.9344,-35.0764,-23.6867,36.0108,1,11,0.0,,11,,,11,,,17,,,17,
ETH-USDT,2026-01-30T22:40:49+00:00,2026-01-31T00:40:49+02:00,2026-01-31,data/history/2026-01-31/2026-01-30T22-40-49Z.json,1769810400,2704.43,0.3749,-17.1219,-10.7047,17.4968,0.3749,-17.1219,-14.0828,17.4968,0.3749,-35.4363,-23.1383,35.8112,0.3749,-35.4363,-24.2195,35.8112,,4,,,9,,,10,,,10,,,16,
ETH-USDT,2026-01-30T23:36:50+00:00,2026-01-31T01:36:50+02:00,2026-01-31,data/history/2026-01-31/2026-01-30T23-36-50Z.json,1769814000,2698.07,0.6115,-16.9265,-9.1184,17.5381,0.6115,-17.6889,-15.007,18.3005,0.6115,-35.2841,-23.2944,35.8957,0.6115,-35.2841,-24.0683,35.8957,1,7,0.0,,9,,,9,,,9,,,15,
ETH-USDT,2026-01-31T02:44:30+00:00,2026-01-31T04:44:30+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T02-44-30Z.json,1769824800,2705.39,0.0499,-17.1513,-9.341,17.2012,0.0499,-17.9117,-16.3773,17.9616,0.0499,-35.4592,-24.2512,35.5091,0.0499,-35.4592,-24.2545,35.5091,,3,,,5,,,6,,,6,,,12,
ETH-USDT,2026-01-31T04:41:41+00:00,2026-01-31T06:41:41+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T04-41-41Z.json,1769832000,2699.67,0.1345,-16.9758,-9.3156,17.1102,0.1345,-18.2196,-17.0028,18.3541,0.1345,-35.3225,-22.7995,35.4569,0.1345,-35.3225,-23.8525,35.4569,,2,,,4,,,4,,,4,,,10,
ETH-USDT,2026-01-31T05:50:47+00:00,2026-01-31T07:50:47+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T05-50-47Z.json,1769835600,2698.69,0.086,-16.9456,-9.4301,17.0316,0.086,-19.0311,-18.7117,19.1171,0.086,-35.299,-22.8948,35.3849,0.086,-35.299,-23.9724,35.3849,,1,,,3,,,3,,,3,,,9,
ETH-USDT,2026-01-31T06:55:33+00:00,2026-01-31T08:55:33+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T06-55-33Z.json,1769839200,2693.65,0.0041,-16.7902,-10.2025,16.7943,0.0041,-19.8909,-17.3063,19.8949,0.0041,-35.1779,-23.6916,35.182,0.0041,-35.1779,-23.7666,35.182,,1,,,2,,,2,,,2,,,8,
ETH-USDT,2026-01-31T07:38:31+00:00,2026-01-31T09:38:31+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T07-38-31Z.json,1769842800,2676.73,0.2511,-16.2642,-9.7085,16.5153,0.2511,-19.3845,-16.6898,19.6355,0.2511,-34.7682,-23.958,35.0192,0.2511,-34.7682,-23.2915,35.0192,,1,,,1,,,1,,,7,,,7,
ETH-USDT,2026-01-31T08:45:08+00:00,2026-01-31T10:45:08+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T08-45-08Z.json,1769846400,2632.25,1.0478,-14.8493,-7.9312,15.897,1.0478,-18.0222,-14.5214,19.07,1.0478,-33.6659,-23.1357,34.7136,1.0478,-33.6659,-20.9714,34.7136,1,6,0.0,1,6,0.0,,6,,,6,,,9,
ETH-USDT,2026-01-31T09:39:08+00:00,2026-01-31T11:39:08+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T09-39-08Z.json,1769850000,2649.88,0.1555,-15.4158,-8.4936,15.5713,0.1555,-18.5676,-13.5233,18.7231,0.1555,-34.1072,-24.1407,34.2627,0.1555,-34.1072,-21.4738,34.2627,,1,,,5,,,5,,,5,,,5,
ETH-USDT,2026-01-31T10:39:16+00:00,2026-01-31T12:39:16+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T10-39-16Z.json,1769853600,2651.57,0.0045,-15.4697,-9.7071,15.4742,0.0045,-18.6195,-13.4977,18.6241,0.0045,-34.1492,-24.3848,34.1537,0.0045,-34.1492,-21.6864,34.1537,,2,,,4,,,4,,,4,,,4,
ETH-USDT,2026-01-31T11:32:03+00:00,2026-01-31T13:32:03+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T11-32-03Z.json,1769857200,2648.94,-0.171,-15.3858,-9.7862,15.2148,-0.171,-18.5387,-13.8848,18.3677,-0.171,-34.0838,-24.0492,33.9128,-0.171,-34.0838,-20.7762,33.9128,,1,,,3,,,3,,,3,,,3,
ETH-USDT,2026-01-31T13:08:28+00:00,2026-01-31T15:08:28+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T13-08-28Z.json,1769864400,2635.46,0.0194,-14.953,-8.6554,14.9723,0.0194,-18.1221,-11.8951,18.1414,0.0194,-33.7467,-22.5039,33.766,0.0194,-33.7467,-21.3158,33.766,,1,,,1,,,1,,,1,,,4,
ETH-USDT,2026-01-31T14:37:27+00:00,2026-01-31T16:37:27+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T14-37-27Z.json,1769868000,2527.74,1.082,-11.3287,-7.7097,12.4107,1.082,-14.6328,-7.585,15.7148,1.082,-30.9233,-19.8213,32.0053,1.082,-30.9233,-17.8357,32.0053,1,2,-0.0506,1,3,-0.0506,,3,,,3,,,3,
ETH-USDT,2026-01-31T15:35:27+00:00,2026-01-31T17:35:27+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T15-35-27Z.json,1769871600,2544.28,0.2736,-11.9051,-10.0858,12.1787,0.2736,-15.1878,-6.4592,15.4613,0.2736,-31.3723,-19.2813,31.6459,0.2736,-31.3723,-18.0295,31.6459,,1,,,1,,,2,,,2,,,2,
ETH-USDT,2026-01-31T16:43:44+00:00,2026-01-31T18:43:44+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T16-43-44Z.json,1769875200,2524.97,-1.1747,-11.2314,-8.6413,10.0568,-1.1747,-14.5392,-6.6678,13.3645,-1.1747,-30.8475,-18.761,29.6728,-1.1747,-30.8475,-17.7,29.6728,,1,,,1,,,1,,,1,,,1,
ETH-USDT,2026-01-31T17:36:05+00:00,2026-01-31T19:36:05+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T17-36-05Z.json,1769878800,2402.45,3.0698,-6.7044,-4.1795,9.7742,3.0698,-10.1809,-2.1145,13.2506,3.0698,-27.3209,-13.9096,30.3906,3.0698,-27.3209,-13.4359,30.3906,1,1,-6.7044,2,1,-6.7044,6,1,-6.7044,7,1,-6.7044,,1,
ETH-USDT,2026-01-31T18:48:59+00:00,2026-01-31T20:48:59+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T18-48-59Z.json,1769882400,2364.71,4.7147,-3.381,-1.0661,8.0957,4.7147,-8.7474,-0.8297,13.4621,4.7147,-26.1609,-10.943,30.8757,4.7147,-26.1609,-11.8661,30.8757,1,20,0.0,1,20,0.0,1,21,0.0,1,21,0.0,,29,
ETH-USDT,2026-01-31T19:30:26+00:00,2026-01-31T21:30:26+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T19-30-26Z.json,1769886000,2412.79,2.6281,-5.3063,-2.7371,7.9344,2.6281,-10.5658,-3.355,13.1939,2.6281,-27.6323,-13.4691,30.2604,2.6281,-27.6323,-13.462,30.2604,3,1,-2.2103,4,1,-2.2103,4,1,-2.2103,,19,,,20,
ETH-USDT,2026-01-31T20:37:28+00:00,2026-01-31T22:37:28+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T20-37-28Z.json,1769889600,2363.11,4.7856,-3.3155,-1.2069,8.1012,4.7856,-8.6856,-1.7426,13.4712,4.7856,-26.1109,-11.1506,30.8966,4.7856,-26.1109,-11.7739,30.8966,1,18,0.0,1,18,0.0,1,19,0.0,3,19,0.0,,27,
ETH-USDT,2026-01-31T21:33:09+00:00,2026-01-31T23:33:09+02:00,2026-01-31,data/history/2026-01-31/2026-01-31T21-33-09Z.json,1769893200,2404.83,2.9678,-4.9929,-3.9179,7.9606,2.9678,-10.2697,-2.6127,13.2375,2.9678,-27.3928,-12.3514,30.3606,2.9678,-27.3928,-13.4887,30.3606,1,13,0.0,2,17,0.0,2,17,0.0,,17,,,26,
ETH-USDT,2026-01-31T22:36:25+00:00,2026-02-01T00:36:25+02:00,2026-02-01,data/history/2026-02-01/2026-01-31T22-36-25Z.json,1769896800,2414.93,2.5371,-5.3902,-3.7831,7.9274,2.5371,-10.645,-2.6357,13.1822,2.5371,-27.6965,-13.2265,30.2336,2.5371,-27.6965,-13.2691,30.2336,1,10,0.0,1,12,0.0,1,16,0.0,,16,,,17,
ETH-USDT,2026-01-31T23:33:34+00:00,2026-02-01T01:33:34+02:00,2026-02-01,data/history/2026-02-01/2026-01-31T23-33-34Z.json,1769900400,2452.05,0.9849,-9.4305,-6.4795,10.4154,0.9849,-11.9977,-4.0794,12.9826,0.9849,-28.791,-14.8329,29.7759,0.9849,-28.791,-14.9495,29.7759,1,2,-0.2422,,7,,,9,,,15,,,15,
ETH-USDT,2026-02-01T03:00:56+00:00,2026-02-01T05:00:56+02:00,2026-02-01,data/history/2026-02-01/2026-02-01T03-00-56Z.json,1769914800,2454.62,0.0024,-9.5253,-9.19,9.5277,0.0024,-12.0899,-6.225,12.0923,0.0024,-28.8656,-14.9213,28.868,0.0024,-28.8656,-16.0766,28.868,,1,,,3,,,5,,,11,,,11,
ETH-USDT,2026-02-01T03:26:36+00:00,2026-02-01T05:26:36+02:00,2026-02-01,data/history/2026-02-01/2026-02-01T03-26-36Z.json,1769914800,2440.67,0.574,-9.0082,-8.671,9.5822,0.574,-11.5874,-5.689,12.1614,0.574,-28.459,-14.435,29.033,0.574,-28.459,-15.5969,29.033,1,3,0.0,,3,,,7,,,11,,,12,
ETH-USDT,2026-02-01T05:35:45+00:00,2026-02-01T07:35:45+02:00,2026-02-01,data/history/2026-02-01/2026-02-01T05-35-45Z.json,1769922000,2444.2,-0.1718,-10.6006,-10.2479,10.4288,-0.1718,-11.7151,-4.8429,11.5432,-0.1718,-28.5623,-14.8572,28.3905,-0.1718,-28.5623,-14.5614,28.3905,,1,,,1,,,5,,,9,,,10,
