asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,n_candles_snapshot,ret_6h_pct,ret_12h_pct,ret_24h_pct,ret_48h_pct,range_24h_pct,range_48h_pct,atr14_pct,dist_from_24h_high_pct,dist_from_24h_low_pct,dist_from_48h_high_pct,dist_from_48h_low_pct,close_vs_sma_24_pct,close_vs_sma_48_pct,is_up_24h,is_up_48h
ETH-USDT,2026-02-05T02:52:24+00:00,2026-02-05T04:52:24+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T02-52-24Z.json,1770256800,2139.04,96,-1.5166,-1.5098,-5.016,-6.9449,10.2569,13.0082,2.4208,-7.3444,2.9125,-10.0957,2.9125,-2.7897,-4.382,0,0
ETH-USDT,2026-02-05T04:57:19+00:00,2026-02-05T06:57:19+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T04-57-19Z.json,1770264000,2098.2,96,-1.0334,-1.7347,-7.724,-10.5527,10.3379,12.8253,2.4106,-9.3151,1.0228,-11.8025,1.0228,-3.9843,-5.772,0,0
ETH-USDT,2026-02-05T06:07:25+00:00,2026-02-05T08:07:25+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T06-07-25Z.json,1770271200,2090.79,96,-2.7435,-2.6702,-8.2061,-9.9011,10.3745,12.8071,2.3313,-9.7026,0.672,-12.1351,0.672,-3.6913,-5.7177,0,0
ETH-USDT,2026-02-05T07:55:33+00:00,2026-02-05T09:55:33+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T07-55-33Z.json,1770274800,2099.64,96,-2.2614,-4.0454,-8.0662,-9.6175,10.3946,13.1646,2.321,-8.8925,1.5022,-11.6625,1.5022,-2.935,-5.1168,0,0
ETH-USDT,2026-02-05T08:59:35+00:00,2026-02-05T10:59:35+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T08-59-35Z.json,1770278400,2115.77,96,-0.403,-2.588,-7.201,-8.6463,10.0001,13.0643,2.239,-7.7471,2.2531,-10.8112,2.2531,-1.8639,-4.2001,0,0
ETH-USDT,2026-02-05T09:58:55+00:00,2026-02-05T11:58:55+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T09-58-55Z.json,1770282000,2133.52,96,1.1161,0.186,-5.6232,-6.9169,9.3981,12.9556,2.1907,-6.3318,3.0663,-9.8893,3.0663,-0.7891,-3.248,0,0
ETH-USDT,2026-02-05T10:57:53+00:00,2026-02-05T12:57:53+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T10-57-53Z.json,1770285600,2092.5,96,-0.5537,-1.3023,-7.4447,-8.2977,9.5823,13.2096,2.2575,-8.4162,1.1661,-12.0435,1.1661,-2.3793,-4.9387,0,0
ETH-USDT,2026-02-05T11:47:00+00:00,2026-02-05T13:47:00+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T11-47-00Z.json,1770289200,2080.16,96,-1.0126,-3.1655,-7.742,-8.6315,9.6488,13.5658,2.2565,-8.7912,0.8576,-12.7082,0.8576,-2.6346,-5.3279,0,0
ETH-USDT,2026-02-05T13:35:26+00:00,2026-02-05T15:35:26+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T13-35-26Z.json,1770296400,2058.59,96,-1.581,-4.1723,-6.3677,-10.9733,8.9139,14.6464,2.2431,-8.1566,0.7573,-13.8891,0.7573,-3.0378,-5.8708,0,0
ETH-USDT,2026-02-05T14:59:02+00:00,2026-02-05T16:59:02+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T14-59-02Z.json,1770300000,2047.01,96,-3.0652,-3.6397,-5.7472,-9.3128,8.2037,14.7293,2.3125,-8.0078,0.1959,-14.5334,0.1959,-3.3464,-6.2125,0,0
ETH-USDT,2026-02-05T15:53:59+00:00,2026-02-05T17:53:59+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T15-53-59Z.json,1770303600,1973.77,96,-7.5132,-6.4551,-8.2607,-14.3013,14.3644,21.1321,2.6903,-12.0156,2.3488,-18.7833,2.3488,-6.4767,-9.2825,0,0
ETH-USDT,2026-02-05T17:04:44+00:00,2026-02-05T19:04:44+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T17-04-44Z.json,1770310800,1984.84,96,-4.5681,-5.5486,-6.6463,-9.5807,14.2843,21.0143,2.6312,-11.3908,2.8934,-18.1209,2.8934,-5.4098,-8.3656,0,0
ETH-USDT,2026-02-05T18:01:40+00:00,2026-02-05T20:01:40+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T18-01-40Z.json,1770314400,1958.21,96,-5.1154,-6.2093,-8.842,-7.6577,14.4785,21.3001,2.6357,-12.9057,1.5729,-19.7272,1.5729,-6.2697,-9.4275,0,0
ETH-USDT,2026-02-05T19:03:11+00:00,2026-02-05T21:03:11+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T19-03-11Z.json,1770318000,1941.05,96,-5.7079,-7.2005,-11.293,-11.9945,14.3701,22.1895,2.6852,-12.9662,1.4039,-20.7857,1.4039,-6.616,-9.9848,0,0
ETH-USDT,2026-02-05T19:46:37+00:00,2026-02-05T21:46:37+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T19-46-37Z.json,1770318000,1930.74,96,-6.2087,-7.6934,-11.7642,-12.4619,14.4468,22.308,2.7391,-13.5694,0.8774,-21.4306,0.8774,-7.0928,-10.454,0,0
ETH-USDT,2026-02-05T20:49:27+00:00,2026-02-05T22:49:27+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T20-49-27Z.json,1770321600,1851.4,96,-9.5356,-12.3282,-14.7598,-19.504,18.2559,26.7922,3.0719,-17.7811,0.4748,-26.3174,0.4748,-10.3306,-13.7582,0,0
ETH-USDT,2026-02-05T21:41:15+00:00,2026-02-05T23:41:15+02:00,2026-02-05,data/history/2026-02-05/2026-02-05T21-41-15Z.json,1770325200,1865.14,96,-4.8951,-12.6034,-12.4166,-18.3264,18.7262,25.2533,3.1082,-16.5811,2.1451,-23.1082,2.1451,-9.2156,-12.78,0,0
ETH-USDT,2026-02-05T22:45:31+00:00,2026-02-06T00:45:31+02:00,2026-02-06,data/history/2026-02-06/2026-02-05T22-45-31Z.json,1770328800,1878.54,96,-6.0128,-10.4498,-11.3942,-16.0117,18.9839,25.498,3.2007,-15.7159,3.268,-22.23,3.268,-8.0857,-11.8332,0,0
ETH-USDT,2026-02-05T23:35:29+00:00,2026-02-06T01:35:29+02:00,2026-02-06,data/history/2026-02-06/2026-02-05T23-35-29Z.json,1770332400,1861.36,96,-4.7883,-10.5051,-13.351,-16.68,19.1591,25.7333,3.1903,-16.784,2.3751,-23.3582,2.3751,-8.3759,-12.3133,0,0
ETH-USDT,2026-02-06T02:51:56+00:00,2026-02-06T04:51:56+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T02-51-56Z.json,1770343200,1913.25,96,2.2882,-6.5134,-9.9363,-15.0422,21.0987,28.75,3.5269,-12.3612,8.7375,-20.0125,8.7375,-4.3699,-8.9035,0,0
ETH-USDT,2026-02-06T04:56:16+00:00,2026-02-06T06:56:16+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T04-56-16Z.json,1770350400,1907.31,96,1.9576,-4.5734,-9.3548,-16.1191,21.1644,28.709,3.305,-12.7111,8.4533,-20.2558,8.4533,-3.8241,-8.493,0,0
ETH-USDT,2026-02-06T06:04:22+00:00,2026-02-06T08:04:22+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T06-04-22Z.json,1770357600,1964.31,96,4.9866,0.7235,-5.9171,-13.7591,20.5502,27.8759,3.0352,-9.4405,11.1098,-16.7662,11.1098,-0.3965,-5.173,0,0
ETH-USDT,2026-02-06T07:10:56+00:00,2026-02-06T09:10:56+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T07-10-56Z.json,1770361200,1889.17,96,-2.2503,-2.0491,-9.6808,-17.2817,21.3676,28.5983,3.1899,-13.7934,7.5742,-21.024,7.5742,-3.6807,-8.3851,0,0
ETH-USDT,2026-02-06T08:58:02+00:00,2026-02-06T10:58:02+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T08-58-02Z.json,1770364800,1874.77,96,-1.7272,0.231,-11.2216,-17.7714,21.5317,28.4622,3.1607,-14.6674,6.8643,-21.5978,6.8643,-3.9529,-8.7195,0,0
ETH-USDT,2026-02-06T09:57:56+00:00,2026-02-06T11:57:56+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T09-57-56Z.json,1770368400,1919.21,96,1.4575,3.7142,-10.0698,-15.1032,20.546,27.2263,3.0823,-11.5251,9.0209,-18.2054,9.0209,-1.2227,-6.2309,0,0
ETH-USDT,2026-02-06T10:57:13+00:00,2026-02-06T12:57:13+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T10-57-13Z.json,1770372000,1928.18,96,0.9915,3.0732,-8.0834,-14.7129,18.6839,27.0996,2.9452,-9.2398,9.4441,-17.6555,9.4441,-0.3986,-5.4725,0,0
ETH-USDT,2026-02-06T11:45:56+00:00,2026-02-06T13:45:56+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T11-45-56Z.json,1770375600,1922.65,96,-1.8355,5.259,-7.5582,-14.7278,18.7377,26.8874,2.8539,-9.554,9.1837,-17.7037,9.1837,-0.3448,-5.4218,0,0
ETH-USDT,2026-02-06T13:22:47+00:00,2026-02-06T15:22:47+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T13-22-47Z.json,1770382800,1952.34,96,2.7699,1.0183,-5.1595,-11.2004,18.4527,24.6074,2.6218,-7.888,10.5648,-14.0426,10.5648,1.7178,-3.4081,0,0
ETH-USDT,2026-02-06T14:54:43+00:00,2026-02-06T16:54:43+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T14-54-43Z.json,1770386400,1983.56,96,5.8113,3.9754,-3.0779,-8.6687,15.5231,23.4351,2.6646,-3.5507,11.9724,-11.4627,11.9724,3.4909,-1.6705,0,0
ETH-USDT,2026-02-06T15:53:57+00:00,2026-02-06T17:53:57+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T15-53-57Z.json,1770390000,1976.66,96,3.0004,4.4945,0.7914,-8.1264,13.7682,23.5169,2.6143,-2.103,11.6651,-11.8518,11.6651,3.1072,-1.8303,1,0
ETH-USDT,2026-02-06T17:00:47+00:00,2026-02-06T19:00:47+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T17-00-47Z.json,1770397200,2033.63,96,5.1961,3.8308,4.0236,-4.3515,14.8193,22.8581,2.4543,-0.6796,14.1397,-8.7184,14.1397,5.8023,1.1954,1,0
ETH-USDT,2026-02-06T17:55:18+00:00,2026-02-06T19:55:18+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T17-55-18Z.json,1770397200,2064.81,96,6.809,5.4228,5.6185,-2.885,16.678,22.513,2.6189,-1.2418,15.4363,-7.0767,15.4363,7.3519,2.7137,1,0
ETH-USDT,2026-02-06T19:04:56+00:00,2026-02-06T21:04:56+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T19-04-56Z.json,1770404400,2048.43,96,5.0407,7.828,6.2084,-6.3857,16.8114,21.8045,2.4381,-2.0513,14.7601,-7.0444,14.7601,6.0021,2.1535,1,0
ETH-USDT,2026-02-06T19:47:50+00:00,2026-02-06T21:47:50+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T19-47-50Z.json,1770404400,2058.25,96,5.5442,8.3449,6.7175,-5.937,16.7312,21.7005,2.4878,-1.5644,15.1668,-6.5337,15.1668,6.4877,2.6327,1,0
ETH-USDT,2026-02-06T20:48:30+00:00,2026-02-06T22:48:30+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T20-48-30Z.json,1770408000,2065.05,96,4.3682,10.1583,10.4039,-4.9232,16.863,21.0416,2.5154,-1.4169,15.4461,-5.5955,15.4461,6.3747,3.0776,1,0
ETH-USDT,2026-02-06T21:42:39+00:00,2026-02-06T23:42:39+02:00,2026-02-06,data/history/2026-02-06/2026-02-06T21-42-39Z.json,1770411600,2053.02,96,3.6434,6.9794,10.9453,-3.5942,16.9618,20.8629,2.4269,-2.0112,14.9507,-5.9123,14.9507,5.3211,2.5701,1,0
ETH-USDT,2026-02-06T22:39:14+00:00,2026-02-07T00:39:14+02:00,2026-02-07,data/history/2026-02-07/2026-02-06T22-39-14Z.json,1770415200,2078.67,96,2.0883,7.8652,11.1178,-1.9546,16.7857,20.5752,2.3933,-0.7856,16.0001,-4.575,16.0001,6.1625,3.8952,1,0
ETH-USDT,2026-02-06T23:37:52+00:00,2026-02-07T01:37:52+02:00,2026-02-07,data/history/2026-02-07/2026-02-06T23-37-52Z.json,1770418800,2069.57,96,0.1122,7.0552,13.3024,-3.6585,16.8595,20.6656,2.3652,-1.2288,15.6308,-5.0349,15.6308,5.1612,3.5286,1,0
ETH-USDT,2026-02-07T02:47:38+00:00,2026-02-07T04:47:38+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T02-47-38Z.json,1770429600,2049.3,96,-0.2507,3.5722,7.4214,-3.5319,11.1472,19.6979,2.1627,-2.23,8.9172,-4.9017,14.7963,3.1756,2.8076,1,0
ETH-USDT,2026-02-07T04:45:49+00:00,2026-02-07T06:45:49+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T04-45-49Z.json,1770436800,2084.16,96,0.4211,2.3579,9.1612,-0.95,12.1233,19.3685,2.0622,-1.6827,10.4407,-3.1471,16.2214,4.1127,4.5987,1,0
ETH-USDT,2026-02-07T05:54:31+00:00,2026-02-07T07:54:31+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T05-54-31Z.json,1770440400,2080.83,96,0.8354,0.6569,6.2407,-0.9808,12.1428,19.3995,2.0002,-1.8454,10.2973,-3.3121,16.0873,3.6751,4.4503,1,0
ETH-USDT,2026-02-07T06:58:17+00:00,2026-02-07T08:58:17+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T06-58-17Z.json,1770444000,2055.48,96,0.5858,0.5135,7.7081,-1.5504,12.2925,19.6387,2.0261,-3.1015,9.191,-4.5863,15.0524,2.0937,3.2094,1,0
ETH-USDT,2026-02-07T07:42:01+00:00,2026-02-07T09:42:01+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T07-42-01Z.json,1770447600,2035.44,96,-1.2895,-1.4949,7.1442,-2.6878,12.4135,19.8321,2.1364,-4.1166,8.297,-5.616,14.2161,0.8316,2.2718,1,0
ETH-USDT,2026-02-07T08:47:23+00:00,2026-02-07T10:47:23+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T08-47-23Z.json,1770451200,2023.26,96,-1.7706,-1.5182,7.9291,-4.1899,12.2456,19.9515,2.0547,-4.7433,7.5022,-6.2518,13.6997,-0.0608,1.7631,1,0
ETH-USDT,2026-02-07T09:42:37+00:00,2026-02-07T11:42:37+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T09-42-37Z.json,1770454800,2010.18,96,-3.3967,-2.1405,4.7471,-5.8071,10.4035,19.6162,2.0022,-5.4249,4.9787,-6.478,13.1381,-0.8842,1.2411,1,0
ETH-USDT,2026-02-07T10:41:59+00:00,2026-02-07T12:41:59+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T10-41-59Z.json,1770458400,2004.99,96,-3.9572,-3.3935,4.0418,-4.4219,10.1771,18.6111,1.9407,-5.6978,4.4793,-5.6978,12.9133,-1.3068,1.0735,1,0
ETH-USDT,2026-02-07T11:33:06+00:00,2026-02-07T13:33:06+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T11-33-06Z.json,1770462000,2011.89,96,-3.4579,-2.5053,4.0715,-3.2675,10.1422,18.5472,1.8297,-5.3353,4.8069,-5.3353,13.212,-1.1381,1.4878,1,0
ETH-USDT,2026-02-07T13:10:42+00:00,2026-02-07T15:10:42+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T13-10-42Z.json,1770469200,2042.38,96,0.7622,-0.9529,4.7305,-0.7855,9.0889,18.2704,1.8057,-3.7628,5.3261,-3.7628,14.5076,-0.0887,3.0602,1,0
ETH-USDT,2026-02-07T14:39:04+00:00,2026-02-07T16:39:04+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T14-39-04Z.json,1770472800,2026.71,96,0.3784,-1.6031,2.4305,-0.9694,7.7964,18.4116,1.8017,-4.565,3.2313,-4.565,13.8466,-0.9505,2.2918,1,0
ETH-USDT,2026-02-07T15:37:19+00:00,2026-02-07T17:37:19+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T15-37-19Z.json,1770476400,2053.71,96,1.9444,-1.3047,3.6782,4.7202,7.2079,18.1696,1.8782,-3.1903,4.0176,-3.1903,14.9792,0.2328,3.5604,1,1
ETH-USDT,2026-02-07T16:46:24+00:00,2026-02-07T18:46:24+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T16-46-24Z.json,1770480000,2051.26,96,2.0253,-1.7408,0.7421,2.6287,6.319,18.4282,2.148,-3.5505,2.7685,-3.5505,14.8777,0.0857,3.3815,1,1
ETH-USDT,2026-02-07T17:38:14+00:00,2026-02-07T19:38:14+02:00,2026-02-07,data/history/2026-02-07/2026-02-07T17-38-14Z.json,1770483600,2068.28,96,2.4545,-0.7519,0.0498,5.796,6.267,18.2765,2.1167,-2.6984,3.5687,-2.6984,15.5782,0.9153,4.1161,1,1
