generated_at_utc,feature_ts_utc,state_captured_at_utc,market_price_usdt,state_lower_usdt,state_upper_usdt,state_grids,state_quantity_per_grid_eth,state_grid_profit_usdt,state_rounds_total,current_atr14_pct,calibration_profit_scale,calibration_rounds_scale,current_expected_profit_usdt,current_expected_rounds,current_escape_probability_pct,raw_optimal_shift_usdt,raw_optimal_lower_usdt,raw_optimal_upper_usdt,raw_optimal_expected_profit_usdt,raw_optimal_escape_probability_pct,recommended_action,recommended_shift_usdt,practical_shift_usdt,recommended_lower_usdt,recommended_upper_usdt,recommended_expected_profit_usdt,recommended_expected_rounds,recommended_escape_probability_pct,recommended_p_profit_ge_0_25_pct,recommended_p_profit_ge_0_50_pct,recommendation_status
2026-08-12T11:42:20.582052+00:00,1786528800,2026-08-12T09:58:00+00:00,1913.24,1750.0,2000.0,30,0.00318,172.27,4262,0.4286,1.0,1.0,0.273124,12.808333,6.6667,26.5,1776.5,2026.5,0.279454,3.3333,SHIFT_UP,26.5,25.0,1776.5,2026.5,0.279454,13.108333,3.3333,51.6667,10.0,PROSPECTIVE_DIAGNOSTIC_ONLY
