generated_at_utc,feature_ts_utc,state_captured_at_utc,market_price_usdt,state_age_h,current_atr14_pct,current_choppiness_efficiency,current_reversal_rate,current_path_length_pct,calibration_windows,profit_scale_applied,rounds_scale_applied,current_lower_usdt,current_upper_usdt,current_width_usdt,current_grids,current_qty_eth,current_expected_profit_usdt,current_expected_rounds,current_escape_probability_pct,recommended_action,recommended_lower_usdt,recommended_upper_usdt,recommended_width_usdt,recommended_grids,recommended_qty_eth,recommended_expected_profit_usdt,recommended_expected_rounds,recommended_escape_probability_pct,recommended_p_total_pnl_positive_pct,recommended_p20_total_pnl_usdt,practical_lower_usdt,practical_upper_usdt,practical_grids,confidence,status
2026-09-02T07:25:21.909841+00:00,1788328800,2026-09-02T07:19:28.479616+00:00,2424.87,0.0982,0.6998,0.307812,0.545455,7.190391,15,0.655896,0.58415,2190.0,2630.0,440.0,22,0.00351,0.188027,2.575128,0.0,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2174.313,2626.4374,452.1244,10,0.00702,0.328424,0.871357,0.0,48.3333,-1.49798,2176.0747,2624.6757,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-02T11:18:17.609288+00:00,1788339600,2026-09-02T11:12:17.567106+00:00,2373.69,0.1,0.7529,0.413302,0.590909,7.270143,15,0.655896,0.58415,2190.0,2630.0,440.0,22,0.00351,0.20884,2.852599,1.6667,SHIFT_DOWN+FEWER_GRIDS,2131.6761,2570.8087,439.1326,10,0.00839368,0.415312,0.949244,0.0,53.3333,-1.773869,2131.6761,2570.8087,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-02T13:04:37.035218+00:00,1788346800,2026-09-02T12:58:12.784409+00:00,2377.4,0.1067,0.7675,0.424564,0.590909,7.136193,15,0.655896,0.58415,2190.0,2630.0,440.0,22,0.00324586,0.194741,2.876939,1.6667,SHIFT_DOWN+FEWER_GRIDS,2134.804,2574.804,440.0,10,0.00838098,0.398468,0.9103,0.0,50.0,-1.610643,2134.804,2574.804,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-02T18:10:05.593621+00:00,1788361200,2026-09-02T18:03:36.463421+00:00,2393.07,0.1081,0.8183,0.234282,0.545455,8.185812,15,0.655896,0.58415,2190.0,2630.0,440.0,22,0.00351,0.220318,3.01324,1.6667,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2143.8645,2595.8299,451.9654,10,0.00832414,0.41777,0.93464,0.0,48.3333,-2.136252,2143.8645,2595.8299,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-02T22:57:03.634419+00:00,1788382800,2026-09-02T22:51:02.171730+00:00,2381.38,0.1004,0.722,0.113646,0.590909,7.432531,16,0.67246,0.587954,2190.0,2630.0,440.0,22,0.0032237,0.165364,2.415511,0.0,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2132.6714,2584.5783,451.9069,10,0.00773688,0.365005,0.862333,0.0,46.6667,-1.691567,2135.1714,2587.0783,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-03T01:32:42.328082+00:00,1788393600,2026-09-03T01:27:03.136771+00:00,2389.51,0.0942,0.6636,0.035989,0.545455,7.561866,16,0.67246,0.587954,2190.0,2630.0,440.0,22,0.00351,0.180288,2.420411,0.0,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2140.4558,2592.4034,451.9475,10,0.00833615,0.393231,0.862333,0.0,53.3333,-1.638912,2140.4558,2592.4034,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-03T07:29:21.029645+00:00,1788408000,2026-09-03T07:22:57.783956+00:00,2412.9,0.1065,0.7002,0.121403,0.545455,7.568602,16,0.67246,0.587954,2190.0,2630.0,440.0,22,0.00351,0.18896,2.538001,0.0,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2162.8517,2614.9163,452.0645,10,0.007722,0.370454,0.877031,0.0,46.6667,-1.973184,2162.8517,2614.9163,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-03T13:06:46.520858+00:00,1788426000,2026-09-03T13:00:15.108927+00:00,2422.73,0.1087,0.7094,0.15864,0.590909,6.674285,16,0.67246,0.587954,2190.0,2630.0,440.0,22,0.00351,0.185089,2.489005,0.0,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2172.264,2624.3776,452.1137,10,0.00702,0.342356,0.89173,0.0,48.3333,-1.571371,2172.264,2624.3776,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-03T18:11:11.793395+00:00,1788447600,2026-09-03T18:04:37.035962+00:00,2504.09,0.1097,0.8093,0.543576,0.545455,8.153947,16,0.67246,0.587954,2190.0,2630.0,440.0,22,0.00301895,0.215285,3.380735,6.6667,SHIFT_UP+NARROW+FEWER_GRIDS,2238.5992,2639.2536,400.6544,10,0.00528317,0.288555,1.136711,6.6667,48.3333,-0.958268,2238.5992,2639.2536,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-03T22:55:38.204354+00:00,1788469200,2026-09-03T22:49:00.228712+00:00,2498.39,0.1105,0.8459,0.629706,0.454545,8.846422,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00302416,0.215652,3.318776,8.3333,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2174.8533,2637.0555,462.2022,11,0.00529228,0.304266,1.129272,6.6667,48.3333,-1.243472,2174.8533,2637.0555,11,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T01:28:18.193632+00:00,1788476400,2026-09-04T01:21:44.783202+00:00,2509.24,0.1093,0.8296,0.516083,0.5,9.316966,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.233422,3.096867,8.3333,SHIFT_UP+NARROW+FEWER_GRIDS,2234.3581,2648.3827,414.0246,10,0.005265,0.29583,1.109546,6.6667,48.3333,-1.133991,2234.3581,2648.3827,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T06:12:24.238777+00:00,1788494400,2026-09-04T06:06:50.795871+00:00,2508.34,0.0926,0.7114,0.514257,0.545455,8.740028,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.190244,2.524834,5.0,SHIFT_UP+NARROW+FEWER_GRIDS,2233.5684,2647.4445,413.8761,10,0.005265,0.276022,1.035577,5.0,48.3333,-0.961703,2233.5684,2647.4445,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T07:30:42.045596+00:00,1788494400,2026-09-04T07:25:11.529561+00:00,2510.6,0.0918,0.7114,0.514257,0.545455,8.740028,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.194326,2.579079,6.6667,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2176.2235,2628.7765,452.553,10,0.00702,0.279167,0.715041,6.6667,51.6667,-0.919345,2176.2235,2628.7765,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T13:02:00.809323+00:00,1788512400,2026-09-04T12:55:32.851317+00:00,2455.73,0.1078,0.7703,0.606182,0.5,8.877691,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.225512,2.983447,1.6667,SHIFT_UP+FEWER_GRIDS,2191.4843,2633.5157,442.0314,11,0.006318,0.342262,1.114478,1.6667,45.0,-1.78329,2191.4843,2633.5157,11,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T17:54:07.449282+00:00,1788534000,2026-09-04T17:48:21.864035+00:00,2446.45,0.096,0.9347,0.243851,0.681818,8.669238,17,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00313057,0.238731,3.540685,3.3333,SHIFT_UP+NARROW+FEWER_GRIDS,2224.2599,2627.9241,403.6642,10,0.00563502,0.323749,1.163791,3.3333,50.0,-1.201571,2226.7599,2630.4241,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-04T22:38:35.829400+00:00,1788555600,2026-09-04T22:32:01.016896+00:00,2452.73,0.1097,0.7585,0.195895,0.727273,8.492165,18,0.726147,0.663611,2190.0,2630.0,440.0,22,0.00313057,0.201415,3.179803,1.6667,SHIFT_UP+NARROW+FEWER_GRIDS,2235.9024,2628.3392,392.4368,10,0.00563502,0.311511,1.22768,1.6667,55.0,-0.899105,2235.9024,2628.3392,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T01:30:56.024617+00:00,1788562800,2026-09-05T01:24:24.547897+00:00,2453.11,0.1087,0.6891,0.225224,0.727273,8.099431,18,0.726147,0.663611,2190.0,2630.0,440.0,22,0.00313057,0.203152,3.207453,1.6667,SHIFT_UP+NARROW+FEWER_GRIDS,2236.2368,2628.7344,392.4976,10,0.00563502,0.322784,1.271921,1.6667,56.6667,-0.74292,2236.2368,2628.7344,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T07:13:02.161075+00:00,1788580800,2026-09-05T07:07:03.399528+00:00,2454.54,0.0997,0.5248,0.300422,0.727273,7.690907,18,0.726147,0.663611,2190.0,2630.0,440.0,22,0.00313057,0.192555,3.04155,3.3333,SHIFT_UP+WIDEN+FEWER_GRIDS,2205.2221,2657.4947,452.2727,10,0.00563502,0.350383,1.18897,1.6667,63.3333,-0.859283,2202.7221,2654.9947,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T12:09:16.803042+00:00,1788595200,2026-09-05T12:04:15.737366+00:00,2455.56,0.0836,0.4517,0.399499,0.681818,6.838324,18,0.726147,0.663611,2190.0,2630.0,440.0,22,0.00313057,0.185238,2.925418,1.6667,SHIFT_UP+WIDEN+FEWER_GRIDS,2206.1987,2658.4765,452.2778,10,0.00563502,0.340616,1.155789,1.6667,63.3333,-0.898455,2205.1983,2659.4769,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T17:03:12.336544+00:00,1788620400,2026-09-05T16:56:38.714188+00:00,2472.71,0.1093,0.3645,0.010638,0.681818,3.018356,18,0.726147,0.663611,2190.0,2630.0,440.0,22,0.00351,0.196967,2.776106,1.6667,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2176.3182,2628.6818,452.3636,10,0.00702,0.371524,1.012007,1.6667,70.0,-0.429771,2173.7743,2631.2257,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T19:35:41.253523+00:00,1788631200,2026-09-05T19:29:47.482332+00:00,2479.69,0.0983,0.3818,0.322377,0.636364,2.951952,19,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00308314,0.176816,2.667842,6.6667,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2178.8008,2631.1992,452.3984,10,0.00616627,0.335004,0.976401,6.6667,61.6667,-0.362919,2178.8008,2631.1992,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-05T22:23:48.580955+00:00,1788642000,2026-09-05T22:17:54.915424+00:00,2488.52,0.0982,0.3607,0.431556,0.545455,2.564642,19,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.174819,2.317719,6.6667,SHIFT_DOWN+WIDEN+FEWER_GRIDS,2166.2911,2626.6673,460.3762,11,0.0061425,0.322563,1.035577,6.6667,60.0,-0.420075,2163.7911,2624.1673,11,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
2026-09-06T01:26:49.311256+00:00,1788649200,2026-09-06T01:20:15.347809+00:00,2494.56,0.1094,0.3987,0.518814,0.454545,2.389687,19,0.689024,0.591758,2190.0,2630.0,440.0,22,0.00351,0.172213,2.2832,5.0,SHIFT_UP+NARROW+FEWER_GRIDS,2230.2128,2629.3424,399.1296,10,0.0061425,0.301162,1.005989,5.0,58.3333,-0.662329,2230.2128,2629.3424,10,MEDIUM,PROSPECTIVE_DIAGNOSTIC_ONLY
