asset,published_at_utc,published_at_local,date_local,history_file,entry_ts_utc,entry_close,n_candles_snapshot,ret_6h_pct,ret_12h_pct,ret_24h_pct,ret_48h_pct,range_24h_pct,range_48h_pct,atr14_pct,dist_from_24h_high_pct,dist_from_24h_low_pct,dist_from_48h_high_pct,dist_from_48h_low_pct,close_vs_sma_24_pct,close_vs_sma_48_pct,is_up_24h,is_up_48h,max_up_pct_24,max_down_pct_24,close_change_pct_24,range_pct_24,max_up_pct_48,max_down_pct_48,close_change_pct_48,range_pct_48,max_up_pct_168,max_down_pct_168,close_change_pct_168,range_pct_168,max_up_pct_336,max_down_pct_336,close_change_pct_336,range_pct_336,t_hit_up_0p5,t_hit_down_0p5,mdd_before_hit_up_0p5,t_hit_up_1,t_hit_down_1,mdd_before_hit_up_1,t_hit_up_2,t_hit_down_2,mdd_before_hit_up_2,t_hit_up_3,t_hit_down_3,mdd_before_hit_up_3,t_hit_up_5,t_hit_down_5,mdd_before_hit_up_5
ETH-USDT,2026-01-28T13:12:06+00:00,2026-01-28T15:12:06+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T13-12-06Z.json,1769605200,3038.27,96,0.7631,0.3809,4.0753,4.3631,3.656,4.2955,0.6942,0.2863,3.9424,0.2863,4.5819,0.8573,2.1752,1,1,-0.8074,-3.5573,-3.2528,2.7499,-0.8074,-10.6192,-9.7016,9.8118,-0.8074,-30.2037,-26.079,29.3963,-0.8074,-39.064,-35.1927,38.2566,,1,,,3,,,13,,,20,,,26,
ETH-USDT,2026-01-28T14:47:02+00:00,2026-01-28T16:47:02+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T14-47-02Z.json,1769608800,3034.66,96,0.9343,0.5454,3.0973,3.4097,3.2781,4.3006,0.7205,0.1677,3.4459,0.1677,4.4684,0.6003,1.9771,1,1,-0.7263,-4.6602,-3.2132,3.9339,-0.7263,-10.5129,-8.883,9.7866,-0.7263,-30.1207,-26.631,29.3944,-0.7263,-38.9915,-33.5734,38.2652,,1,,,2,,,12,,,21,,,25,
ETH-USDT,2026-01-28T15:47:20+00:00,2026-01-28T17:47:20+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T15-47-20Z.json,1769612400,3021.09,96,0.1223,0.2865,2.7019,2.3682,3.2929,4.2491,0.8073,-0.2807,3.0122,-0.2807,3.9684,0.0406,1.4714,1,1,-0.2804,-7.1597,-4.7552,6.8793,-0.2804,-10.1109,-8.8706,9.8306,-0.2804,-29.8068,-27.2647,29.5264,-0.2804,-38.7175,-35.4402,38.4371,,1,,,11,,,11,,,20,,,24,
ETH-USDT,2026-01-28T16:54:01+00:00,2026-01-28T18:54:01+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T16-54-01Z.json,1769616000,3017.78,96,-0.712,0.3608,0.6514,3.4351,3.2965,4.2362,0.8103,-0.3907,2.9058,-0.3907,3.8455,-0.0959,1.2892,1,1,-0.171,-7.0578,-6.3248,6.8869,-0.171,-10.0123,-9.0616,9.8413,-0.171,-29.7298,-28.3825,29.5588,-0.171,-38.6503,-35.1769,38.4793,,9,,,10,,,10,,,22,,,23,
ETH-USDT,2026-01-28T17:45:52+00:00,2026-01-28T19:45:52+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T17-45-52Z.json,1769619600,3019.28,96,-0.8567,0.3563,0.8343,3.5454,1.7054,4.2341,0.8194,-0.3408,1.3646,-0.3408,3.8933,-0.0807,1.2663,1,1,-0.2206,-7.104,-5.2748,6.8834,-0.2206,-10.057,-9.2171,9.8365,-0.2206,-29.7647,-28.7049,29.5441,-0.2206,-38.6807,-36.3159,38.4602,,8,,,9,,,9,,,21,,,22,
ETH-USDT,2026-01-28T18:51:49+00:00,2026-01-28T20:51:49+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T18-51-49Z.json,1769623200,3024.36,96,-0.5256,0.2081,1.1735,3.1233,1.6318,4.227,0.8339,-0.1723,1.4595,-0.1723,4.0547,0.0219,1.363,1,1,-0.3882,-8.6088,-6.276,8.2206,-0.3882,-10.2081,-9.0654,9.8199,-0.3882,-29.8827,-27.7017,29.4945,-0.3882,-38.7837,-35.5603,38.3956,,1,,,7,,,8,,,17,,,21,
ETH-USDT,2026-01-28T19:39:04+00:00,2026-01-28T21:39:04+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T19-39-04Z.json,1769626800,3024.19,96,-0.7049,0.2962,1.0745,2.9995,1.2883,4.2272,0.8381,-0.1779,1.1104,-0.1779,4.0493,-0.028,1.295,1,1,-0.3826,-8.6205,-8.5091,8.2379,-0.3826,-10.2031,-8.6952,9.8205,-0.3826,-29.8787,-28.2991,29.4962,-0.3826,-38.7803,-35.2144,38.3977,,5,,,6,,,7,,,16,,,20,
ETH-USDT,2026-01-28T20:47:03+00:00,2026-01-28T22:47:03+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T20-47-03Z.json,1769630400,3038.22,96,0.1173,1.0527,0.3382,3.7116,1.2823,4.1472,0.8032,0.2847,1.567,0.2847,4.4319,0.4216,1.6878,1,1,-0.9193,-9.0425,-7.7052,8.1232,-0.9193,-11.6219,-9.7218,10.7026,-0.9193,-30.2026,-27.8285,29.2833,-0.9193,-39.063,-35.5307,38.1437,,1,,,5,,,6,,,13,,,19,
ETH-USDT,2026-01-28T21:40:57+00:00,2026-01-28T23:40:57+02:00,2026-01-28,data/history/2026-01-28/2026-01-28T21-40-57Z.json,1769634000,3019.67,96,-0.047,0.0752,-0.3511,2.4955,1.2902,4.1726,0.858,-0.3279,0.9624,-0.3279,3.8448,-0.1769,1.0152,0,1,-0.3106,-8.4837,-6.6126,8.1731,-0.3106,-11.079,-9.9988,10.7684,-0.3106,-29.8086,-27.7868,29.4979,-0.3106,-38.6887,-34.167,38.378,,4,,,5,,,5,,,17,,,18,
ETH-USDT,2026-01-28T22:42:08+00:00,2026-01-29T00:42:08+02:00,2026-01-29,data/history/2026-01-29/2026-01-28T22-42-08Z.json,1769637600,3027.42,96,0.3194,-0.3948,0.1422,3.0776,1.2869,4.162,0.8302,-0.071,1.2159,-0.071,4.0909,0.0676,1.2077,1,1,-0.5658,-8.718,-6.6753,8.1522,-0.5658,-11.3067,-10.5575,10.7408,-0.5658,-29.9882,-28.1765,29.4224,-0.5658,-38.8456,-34.8204,38.2798,,1,,,3,,,4,,,13,,,17,
ETH-USDT,2026-01-28T23:36:52+00:00,2026-01-29T01:36:52+02:00,2026-01-29,data/history/2026-01-29/2026-01-28T23-36-52Z.json,1769641200,3023.0,96,-0.2876,-0.7346,-0.3987,2.6479,1.2888,4.168,0.8125,-0.2173,1.0715,-0.2173,3.9507,-0.0619,1.0051,0,1,-0.8819,-8.5845,-6.4585,7.7026,-0.8819,-11.177,-10.2918,10.2951,-0.8819,-29.8859,-28.5111,29.004,-0.8819,-38.7562,-35.2643,37.8743,,2,,,3,,,3,,,12,,,16,
ETH-USDT,2026-01-29T02:48:12+00:00,2026-01-29T04:48:12+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T02-48-12Z.json,1769652000,2999.26,96,-1.2823,-1.1665,-0.6275,1.763,2.4476,4.201,0.9074,-1.0106,1.437,-1.0106,3.1905,-0.7781,0.0686,0,1,-1.4554,-8.8612,-8.267,7.4058,-1.4554,-10.4739,-9.7071,9.0186,-1.4554,-29.3309,-27.8595,27.8755,-1.4554,-38.2714,-34.2601,36.8161,,1,,,1,,,9,,,12,,,13,
ETH-USDT,2026-01-29T04:46:50+00:00,2026-01-29T06:46:50+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T04-46-50Z.json,1769659200,2956.26,96,-2.3505,-2.0386,-1.6851,-0.0389,2.5948,4.2621,1.0159,-2.4798,0.115,-2.4798,1.7823,-2.0786,-1.3816,0,0,-0.022,-7.5355,-6.1233,7.5135,-0.022,-9.1717,-8.4996,9.1497,-0.022,-29.0252,-28.1058,29.0032,-0.022,-37.3736,-33.1791,37.3516,,7,,,10,,,10,,,11,,,11,
ETH-USDT,2026-01-29T05:56:18+00:00,2026-01-29T07:56:18+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T05-56-18Z.json,1769662800,2965.71,96,-1.8951,-2.1773,-1.4243,0.8021,2.6776,4.2486,0.9664,-2.1533,0.5243,-2.1533,2.0953,-1.7133,-1.0856,0,1,-0.3406,-7.8302,-6.915,7.4896,-0.3406,-9.4611,-8.8481,9.1206,-0.3406,-29.2513,-28.3699,28.9108,-0.3406,-37.5731,-33.5603,37.2326,,4,,,6,,,9,,,10,,,10,
ETH-USDT,2026-01-29T07:51:02+00:00,2026-01-29T09:51:02+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T07-51-02Z.json,1769670000,2963.6,96,-1.5925,-2.0045,-1.7133,0.8961,2.6397,4.2516,0.8814,-2.226,0.4137,-2.226,2.0256,-1.6335,-1.1857,0,1,-0.6361,-8.269,-8.0807,7.6329,-0.6361,-9.6798,-9.1051,9.0437,-0.6361,-29.451,-28.3257,28.815,-0.6361,-37.5287,-33.3463,36.8926,,2,,,4,,,7,,,8,,,8,
ETH-USDT,2026-01-29T08:56:26+00:00,2026-01-29T10:56:26+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T08-56-26Z.json,1769673600,2970.31,96,-0.9652,-2.2352,-1.206,1.2859,2.6337,4.242,0.8682,-1.9951,0.6387,-1.9951,2.2469,-1.3631,-0.9888,0,1,-0.8605,-8.4762,-7.4693,7.6157,-0.8605,-11.3813,-9.6576,10.5208,-0.8605,-29.6104,-28.5832,28.7499,-0.8605,-37.6698,-33.5477,36.8093,,1,,,3,,,6,,,7,,,7,
ETH-USDT,2026-01-29T09:56:52+00:00,2026-01-29T11:56:52+02:00,2026-01-29,data/history/2026-01-29/2026-01-29T09-56-52Z.json,1769677200,2955.88,96,-0.5662,-2.2475,-2.0388,1.1093,2.8553,4.2627,0.8721,-2.493,0.3623,-2.493,1.7697,-1.7587,-1.492,0,1,-0.4855,-8.1279,-7.1681,7.6424,-0.4855,-10.9487,-10.0156,10.4632,-0.4855,-29.2667,-27.2721,28.7813,-0.4855,-37.3655,-33.5014,36.88,,2,,,5,,,5,,,6,,,6,
